Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,138,,,,,,,US 20240085693 A1,3/14/2024,87972004,25,"Replaceable, Heated, and Wipeable Apertures for Optical Systems",B60S1/023;B60S1/04;G03B17/08;G08G1/04;G03B30/00;G02B27/0006;G02B7/026,H04N23/51,Sharma; Shashank,,17/943387,9/13/2022,,,1-Jan,,Waymo LLC,,,6.6430326,
checked,,139,,,,,,,US 20240085343 A1,3/14/2024,88017992,53,Temporally Modulated Light Emission for Defect Detection in Light Detection and Ranging (Lidar) Devices and Cameras,G01N21/95;G01S7/497;G01S7/4815;G01S17/931;G01S7/4816;G01S17/42;G01S17/89,G01S13/931;G01S17/86;G01S2007/4977,Shepard; Ralph H. et al.,,17/930441,9/8/2022,,,1-Jan,,Waymo LLC,,,6.569335,
checked,,140,,,,,,,US 11934193 B2,3/19/2024,66170520,22,Speed-dependent required lateral clearance for autonomous vehicle path planning,G05D1/65;G08G1/165;G05D1/0223;G08G1/167;G05D1/0088;B60W60/0015;G05D1/81;G05D1/617;B60W30/16;B60W30/10;G08G1/166;B60W30/09;G05D1/0214,B60W2520/10;B60W2554/402;B60W2720/10;B60W2754/20;B60W2554/20;B60W2554/00;B60W2754/30,Russell; Jared Stephen et al.,Waymo LLC,16/855337,4/22/2020,Wallace; Donald J,,1-Jan,,Waymo LLC,,,6.2422533,
checked,1,141,,,,,,,US 11933920 B2,3/19/2024,72426782,32,Methods and systems for detecting obstructions on a sensor housing,G01S17/931;G01S7/497;G01S17/42;G01S7/4814;G01S7/4813,G01S2007/4977,Shotan; Gil et al.,Waymo LLC,17/437115,3/13/2020,Hellner; Mark,,1-Jan,,WAYMO LLC,,,6.5449643,
checked,2,142,,,,,,,US 11933666 B2,3/19/2024,72661560,19,Stray-light testing station,G01J1/0437;H04N25/00;G01J1/0488;H04N17/002;G01J1/0238;G01J1/0411;G03B43/00;G01J1/44,G01J2001/4446,Lu; Chen David et al.,Waymo LLC,18/181353,3/9/2023,Lee; John R,,1-Jan,,Waymo LLC,,,6.216815,
checked,1,143,,,,,,,US 11933647 B2,3/19/2024,77556691,34,Sensor region of interest selection based on multisensor data,G01S17/931;G01S13/89;H04N23/23;G01S13/931;G01S17/89;G06V10/143;G06V10/82;G06V20/56;G01S13/862;G01S13/726;G01S13/865;G01S13/867;G01D5/35383;G06V10/25,G01S2013/93274;G01S15/87;G01S2013/9316;G01S15/931;G01S15/86;G01S7/4004,Dharia; Nirav et al.,Waymo LLC,17/872244,7/25/2022,Gregory; Bernarr E,,1-Jan,,Waymo LLC,,,6.198945,
checked,1,144,,,,,,,US 11936845 B2,3/19/2024,83365800,27,Localized window contaminant detection,G01N21/94;B60S1/46;B60S1/04;G02B3/005;G02B17/086;H04N23/811;H04N23/56;G06T5/73;B60S1/54;B60S1/56;G01N21/552;G02B27/0006;G06V20/56;G01S17/931;G01N21/15;G02B17/0864;H04N17/002;G01S7/4817,G01N2021/157;G01N21/958;G01S2007/4975;G06T2207/30168;B60S1/0837;G06T2207/30248,Frevert; Benjamin et al.,Waymo LLC,17/930564,9/8/2022,Tran; Trang U,,1-Jan,,Waymo LLC,,,6.216815,
checked,,145,,,,,,,US 11934988 B1,3/19/2024,90245898,37,Dispatch and local delivery interface for autonomous vehicles,G06F9/547;G06Q10/083;G06Q10/1093,,Fedorynski; Pawel et al.,Waymo LLC,17/487071,9/28/2021,Simpson; Dione N.,,1-Jan,,WAYMO LLC,,,6.0433435,
checked,,146,,,,,,,US D1018337 S,3/19/2024,,82,Sensor assembly,,,Ahn; YooJung et al.,Waymo LLC,D/820737,12/23/2021,Davis; Antoine Duval,,D10/65,D10/70;D12/187;D12/188,Waymo LLC,,,6.373069,
checked,,147,,,,,,,US 20240094733 A1,3/21/2024,82118604,18,EXTERNAL INDICATION HANDLING FOR AUTONOMOUS DRIVING SYSTEMS,G05D1/0276;G05D1/0214;B60W60/001,B60W2710/186;B60W2555/60;B60W2520/04,Patnaik; Vijaysai,,18/520509,11/27/2023,,,1-Jan,,Waymo LLC,,,6.771262,
checked,1,148,,,,,,,US 20240096105 A1,3/21/2024,87847954,29,OBJECT IDENTIFICATION IN BIRD'S-EYE VIEW REFERENCE FRAME WITH EXPLICIT DEPTH ESTIMATION CO-TRAINING,G06T7/55;G06V20/58;G06V10/82;G06V10/44;G06V10/806,G06V10/70;G06T2207/20084;G06V10/40;G06T3/4046;G06T2207/30252;G06T2207/20081;G06V20/698;G06V30/18086,Zhao; Albert et al.,,17/884356,8/9/2022,,,1-Jan,,Waymo LLC,,,6.771262,
checked,,149,,,,,,,US 20240096076 A1,3/21/2024,90244044,20,SEMANTIC SEGMENTATION NEURAL NETWORK FOR POINT CLOUDS,G06V20/56;G06V10/80;G06V10/22;G06V20/70;G06V10/82,,Zhou; Yin et al.,,17/945325,9/15/2022,,,1-Jan,,Waymo LLC,,,6.569335,
checked,,150,,,,,,,US 20240094354 A1,3/21/2024,90244658,24,CARRIER EXTRACTION FROM SEMICONDUCTING WAVEGUIDES IN HIGH-POWER LIDAR APPLICATIONS,G02F1/0147;G01S7/4818;G02F1/292;G02B6/3596,,Piggott; Alexander Yukio,,17/947976,9/19/2022,,,1-Jan,,Waymo LLC,,,6.4651403,
checked,,151,,,,,,,US 20240094360 A1,3/21/2024,90244890,29,LIDAR SYSTEMS WITH PLANAR MULTI-PIXEL SENSING ARRAYS,G01S7/4917;G01S7/4816;G01S17/931;G01S17/58;G01S17/34;G01S17/933;G01S7/499;G01S7/4914;G01S17/42;G01S7/4814;G01S7/4911;G01S17/86;G01S7/4817,G01S13/865;G01S13/862;G01S13/867,Piggott; Alexander Yukio et al.,,17/947988,9/19/2022,,,1-Jan,,Waymo LLC,,,6.791054,
checked,1,152,,,,,,,US 11938967 B2,3/26/2024,61692131,27,Preparing autonomous vehicles for turns,G05D1/0214;G08G1/166;B62D15/025;B62D15/0265;G01C21/26;B60W60/0016;B60W30/18154;G08G1/167,B60W2556/40;G06V20/588;B60W2554/60;B60W2420/54;B60W2552/53;B60W2554/80;B60W2420/403;B60W2554/802;B60W2420/408;B60Q1/346,Charrow; Benjamin et al.,Waymo LLC,17/215574,3/29/2021,Boomer; Jeffrey C,,1-Jan,,Waymo LLC,,,6.287856,
checked,,153,,,,,,,US 11942757 B2,3/26/2024,69773323,18,Laser package with high precision lens,H01S5/02326;H01S5/0206;H01S5/02253;H01S5/042;H01S5/02355;H01S5/02234,H01S5/02345,Karplus; Paul et al.,Waymo LLC,17/152026,1/19/2021,Zhang; Yuanda,,1-Jan,,Waymo LLC,,,6.1476135,
checked,2,154,,,,,,,US 11938926 B2,3/26/2024,74646614,43,Polyline contour representations for autonomous vehicles,B60W30/0956;G06V10/44;B60W30/0953;G05D1/646;G05D1/0212;G05D1/0214;B60W40/12;G06V20/58;G05D1/0088;B60W30/09;G05D1/227,B60W2422/90;B60W2530/201;B60W2554/00,Li; Dong et al.,Waymo LLC,17/386113,7/27/2021,Lang; Michael D,,1-Jan,,Waymo LLC,,,6.1409836,
checked,,155,,,,,,,US 11941519 B2,3/26/2024,76091028,15,Machine learning training platform,G06N20/00;G06N3/10;G06N3/08;G06N3/04,,Chu; Pok Man et al.,Waymo LLC,16/699920,12/2/2019,Misir; Dave,,1-Jan,,Waymo LLC,,,6.5449643,
checked,,156,,,,,,,US 11941875 B2,3/26/2024,80036157,18,Processing perspective view range images using neural networks,G06F18/213;G01S7/4802;G06V10/82;G06F18/27;G06V10/95;G06F18/253;H04N23/10;G06T7/70;G06N3/084;G06V20/00;G06T3/4046;G06N3/045;G01S7/4808;G01S17/89;G06N3/08;G06F18/217;G06V10/454,G06T2207/20084,Chai; Yuning et al.,Waymo LLC,17/443674,7/27/2021,Neff; Michael R,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,157,,,,,,,US 11938943 B1,3/26/2024,90362657,18,Slice-based dynamic neural networks,G06V10/82;B60W40/00;G06N3/045;G06F18/211;G06V20/58;G06F18/23;G06N3/044;G06N3/08;B60W60/00;G06N3/084,,Refaat; Khaled et al.,Waymo LLC,17/487903,9/28/2021,Camby; Richard M,,1-Jan,,Waymo LLC,,,6.1053915,
checked,,158,,,,,,,US 20240106987 A1,3/28/2024,90358856,36,Multi-Sensor Assembly with Improved Backward View of a Vehicle,H04N23/90;H04N23/51;H04N7/181;G01S13/931,B60R2011/004;G01S2013/93272;B60W60/001;G01S13/865;B60W2420/408;B60W2420/54;B60W2420/403;G01S2013/93273;B60R11/04;B60R11/0247;G01S2013/93274;G01S13/862;G01S13/867;G01S2013/9315,Strobel; Andre Manfred et al.,,17/933767,9/20/2022,,,1-Jan,,Waymo LLC,,,6.65958,
checked,,159,,,,,,,US 20240103167 A1,3/28/2024,90360187,24,INTERFERENCE-BASED SUPPRESSION OF INTERNAL RETRO-REFLECTIONS IN COHERENT SENSING DEVICES,G01S7/493;G01S17/34;G01S7/4917;G01S7/4817,G01S17/931,Piggott; Alexander Yukio,,17/947904,9/19/2022,,,1-Jan,,Waymo LLC,,,6.4651403,
checked,1,160,,,,,,,US 11947353 B1,4/2/2024,74191059,24,Non-passenger requests for autonomous vehicles,G06Q10/02;G07C5/0808;G06Q50/40;G08G1/202;G07C5/008;G06F9/4818;G07C5/006;G05D1/0088;G05D1/0212,G05D2101/10;G05D1/646,Herbach; Joshua Seth et al.,Waymo LLC,17/127586,12/18/2020,Mott; Adam R,Keniry; Heather J,1-Jan,,WAYMO LLC,,,6.3384104,
checked,2,161,,,,,,,US 11945467 B2,4/2/2024,76545900,27,Identification of proxy calibration targets for a fleet of vehicles,G08G1/16;B62D15/021;B60W50/0205;G08G1/048;G08G1/20;B60W60/001;H04W4/46;G06V20/588;G01C21/3415,B62D15/025;H04W4/40;B60W2554/4049;H04W4/021;B60W2420/408;B60W2050/0215,Grabe; Volker et al.,Waymo LLC,18/193199,3/30/2023,Nguyen; Tan Q,,1-Jan,,Waymo LLC,,,6.187685,
checked,,162,,,,,,,US 11950166 B2,4/2/2024,78005578,23,Predicting occupancy probabilities of surrounding agents,G06N3/084;G06V20/56;G06N3/049;H04W4/027;G06V10/764;G06N3/044;G06V10/82;H04W4/029;G06N20/00;G06N3/047;G06N3/045;G06F18/2321;G06F18/214;G06N3/08,H04W4/40,Refaat; Khaled et al.,Waymo LLC,16/847528,4/13/2020,Yang; James J,,1-Jan,,Waymo LLC,,,6.0726986,
checked,,163,,,,,,,US 11947048 B2,4/2/2024,78412559,41,Crosstalk reduction for light detection and ranging (lidar) devices using wavelength locking,G01S7/4863;G01S7/4811;G01S7/487;G01S7/4815;G01S7/4818,G01S17/931,Schleuning; David et al.,Waymo LLC,17/061003,10/1/2020,Murphy; Daniel L,,1-Jan,,Waymo LLC,,,6.287856,
checked,1,164,,,,,,,US 11945433 B1,4/2/2024,78818616,29,Risk mitigation in speed planning,B60W30/182;B60W30/0956;B60W30/0953;B60W30/09;G05D1/0214;G05D1/0088;G05D1/0212,,Russell; Jared Stephen et al.,Waymo LLC,17/498907,10/12/2021,Ingram; Thomas,,1-Jan,,Waymo LLC,,,6.0726986,
checked,1,165,,,,,,,US 11947356 B2,4/2/2024,83509214,25,Evaluating pullovers for autonomous vehicles,G05D1/617;G06V10/25;G05D1/0055;G05D1/0088;B60W60/0024;G05D1/227;G05D1/0214,,Gutlansky; Daniella et al.,Waymo LLC,17/229054,4/13/2021,Chen; Shelley,,1-Jan,,Waymo LLC,,,6.173177,
checked,,166,,,,,,,US 20240111289 A1,4/4/2024,59898602,24,ARRANGING PASSENGER PICKUPS FOR AUTONOMOUS VEHICLES,G08G1/005;G06Q50/40;G08G1/202;H04W4/029;G05D1/0212;G06Q10/02;G05D1/0088,,Fairfield; Nathaniel et al.,,18/487631,10/16/2023,,,1-Jan,,WAYMO LLC,,,6.502041,
checked,,167,,,,,,,US 20240111054 A1,4/4/2024,70460059,37,Synchronization of Multiple Rotating Sensors of a Vehicle,G01S17/10;G01S17/87;G01S17/931;G01S7/4817;G01S17/89,,Gassend; Blaise et al.,,18/194758,4/3/2023,,,1-Jan,,Waymo LLC,,,6.7761087,
checked,,168,,,,,,,US 20240109519 A1,4/4/2024,88197116,47,Wiper Devices for Sensor Housings,B60S1/3411;B60S1/606;G01S7/4813;B60S1/3495;G02B27/0006;B60S1/345;B60S1/566,B60S1/166;B60S1/3463;B60S1/0411;G01S2007/4977;G01S17/931,Duff; David et al.,,17/957252,9/30/2022,,,1-Jan,,Waymo LLC,,,6.7139254,
checked,,169,,,,,,,US 20240109562 A1,4/4/2024,88204065,34,Inferring Pickup or Drop-off Locations Using Curated Data,B60W60/00253;G01C21/3438,B60W2552/05;B60W2556/40;B60W2554/20,Blume; Cameron et al.,,17/956937,9/30/2022,,,1-Jan,,WAYMO LLC,,,6.65958,
checked,,170,,,,,,,US 20240109532 A1,4/4/2024,90471400,27,MANAGING PARKING MANEUVERS FOR AUTONOMOUS VEHICLES,B60W60/001;B60W30/06,B60W2720/24,Bougdal-Lambert; Ianis et al.,,18/465653,9/12/2023,,,1-Jan,,Waymo LLC,,,6.791054,
checked,,171,,,,,,,US 11953911 B1,4/9/2024,50240431,22,User interface for displaying object-based indications in an autonomous driving system,G01C21/367;G08G1/09626;B60T7/22;G08G1/166;G05D1/0246;G05D1/617;G05D1/628;G05D1/0238;G08G1/0962;G08G1/167;B60W60/0016;B60W30/18159;B60W50/14;G06V20/58;G05D1/249,B60W30/12;B60T2201/022;B60W2050/146;B60W2554/804;B60W2556/50;B60W2556/40,Mariet; Robertus Christianus Elisabeth et al.,Waymo LLC,17/079810,10/26/2020,Lee; Tyler J,,1-Jan,,Waymo LLC,,,6.1053915,
checked,1,172,,,,,,,US 11951975 B1,4/9/2024,64451905,27,Handling sensor occlusions for autonomous vehicles,G01S17/931;G08G1/167;G01S13/931;G05D1/0212;G01S17/00;B60W30/00;G05D1/0088;G06V20/588,G01S2013/93277;G01S2013/93271;G01S2013/93272;G01S2013/93274,Luders; Brandon Douglas et al.,Waymo LLC,17/734709,5/2/2022,Wong; Yuen,,1-Jan,,Waymo LLC,,,6.216815,
checked,,173,,,,,,,US 11951991 B2,4/9/2024,66243874,20,Semantic object clustering for autonomous vehicle decision making,G06V20/58;B60W30/00;B60W50/0097;G05D1/617;G05D1/0088;G01C21/3415;G05D1/0214;B60W40/04;G06F18/23;G01C21/3658;G05D1/81,G08G1/096811;B60W2554/00;G08G1/09623;G08G1/096827,Russell; Jared Stephen et al.,Waymo LLC,17/851206,6/28/2022,Ramesh; Krishnan,,1-Jan,,Waymo LLC,,,6.445203,
checked,1,174,,,,,,,US 11954411 B2,4/9/2024,80270795,26,High fidelity simulations for autonomous vehicles based on retro-reflection metrology,G01S17/89;G01S13/931;G01S7/497;G01S17/931;G01S17/10;G01S7/4086;G06F30/20;B60W50/00;B60W60/001,B60W2050/0004;G06F30/15;B60W2050/0019,Safira; Arthur Dov et al.,Waymo LLC,16/947926,8/24/2020,Gan; Chuen-Meei,,1-Jan,,Waymo LLC,,,6.32049,
checked,,175,,,,,,,US 11952014 B2,4/9/2024,86144824,15,Behavior predictions for active emergency vehicles,B60W50/0097;B60W60/0027;B60W60/00274;G05B13/0265,B60W2555/60;B60W2554/4045,Parasuram; Aishwarya et al.,Waymo LLC,17/514713,10/29/2021,Chace; Christian,Fitzharris; Katherine Marie,1-Jan,,Waymo LLC,,,6.34929,
checked,,176,,,,,,,US 20240118391 A1,4/11/2024,90574124,46,Optical Redirector Device,G02B26/12;G01S7/4817;G01S7/497;G02B26/105;G01S17/42;G01S7/4816;G01S7/4815;G02B27/0018;G01S17/10;G02B5/003;G01S17/931;G02B26/0816;G02B19/0085;G02B5/09;G01S7/4814,G01S2007/4975,Gassend; Blaise et al.,,18/540486,12/14/2023,,,1-Jan,,Waymo LLC,,,6.761696,
checked,,177,,,,,,,US 20240116516 A1,4/11/2024,90574645,28,Methods and Systems for Adjusting Vehicle Behavior based on Estimated Unintentional Lateral Movements,B60W30/02;B60W30/18163;B60W40/109;B60W40/105;B60W30/08,B60W2555/20;B60W2552/53;B60W2754/20;B60W2300/12;B60W2556/65;B60W2554/4049;B60W2300/14;B60W2554/801;B60W2554/4041;B60W2554/4045,Malik; Jason Singh et al.,,18/045286,10/10/2022,,,1-Jan,,Waymo LLC,,,6.719495,
checked,1,178,,,,,,,US 11959759 B2,4/16/2024,67905361,25,Managing a fleet of vehicles,B60L53/67;G05D1/0291;B60L58/12;G08G1/20;B60L53/68;B60L53/66;G06Q10/0631;B60L53/64;G01C21/3469;G08G1/202;G05D1/69;G07C5/008;G01C21/343,B60L2260/50;Y04S30/14;Y02T10/72;Y02T10/70;B60L2240/70;Y02T10/7072;Y02T90/12;Y02T90/16;Y02T90/167,Ludwick; Christopher Kennedy et al.,Waymo LLC,17/495173,10/6/2021,Merlino; David P.,,1-Jan,,Waymo LLC,,,6.377531,
checked,1,179,,,,,,,US 11959776 B2,4/16/2024,72426048,37,Devices and methods for rotary encoder calibration,G01C25/005;G01D18/001;G01D5/145;G01C19/00;G01S17/931;G01S13/931;G01B7/22,,Robinson; Craig et al.,Waymo LLC,17/437131,3/13/2020,Nguyen; Tung X,"Alejnikov, Jr.; Robert P",1-Jan,,WAYMO LLC,,,6.345049,
checked,1,180,,,,,,,US 11960029 B2,4/16/2024,79031748,39,Selective deactivation of light emitters for interference mitigation in light detection and ranging (lidar) devices,G01S7/4814;G01S7/4816;G01S7/499;G01S7/4815;G01S17/42;G01S7/4804;G01S17/931;G01S17/10,,Shand; Mark Alexander,Waymo LLC,18/068665,12/20/2022,Bennett; Jennifer D,,1-Jan,,Waymo LLC,,,6.1053915,
checked,2,181,,,,,,,US 11958505 B2,4/16/2024,79687379,38,Identifying the position of a horn honk or other acoustical information using multiple autonomous vehicles,H04R3/005;G01S3/8083;G10L25/51;G06N20/00;B60W40/02;H04R1/406;B60W60/0016;G06N5/04;B60W50/06,G01S5/0072;B60W2556/45;H04R2430/03;H04R2201/401;G06N3/08;H04R2499/13;B60W2420/54,Armstrong-Crews; Nicholas,Waymo LLC,16/934132,7/21/2020,Weisenfeld; Aryan E,,1-Jan,,Waymo LLC,,,6.377531,
checked,,182,,,,,,,US 11958502 B2,4/16/2024,80823223,20,Foreign object detection with surfel maps,G06V20/58;G01C21/3461;G01C21/3807;G01C21/3407;G06V10/56;B60W30/09;B60W30/0956;G06F18/22;B60W60/0015;G01C21/32;G01C21/3602,B60W2556/40,Xu; Zhinan,Waymo LLC,17/037017,9/29/2020,Koppikar; Vivek D,Pedersen; David Ruben,1-Jan,,Waymo LLC,,,6.2422533,
checked,,183,,,,,,,US 11961272 B2,4/16/2024,80931416,18,Long range localization with surfel maps,G06T7/90;G06V20/58;G06V10/25;B60W60/001;G06V10/56;G06V10/751,B60W2554/802;B60W2420/408;G06V2201/10;B60W2420/403;G06T2207/30261,Margines; David Yonchar et al.,Waymo LLC,18/201546,5/24/2023,Bhattacharya; Sam,,1-Jan,,Waymo LLC,,,6.173177,
checked,,184,,,,,,,US 11962924 B2,4/16/2024,81187403,25,Smart sensor with region of interest capabilities,H04N25/713;H04N25/443,H04N25/78,Ion; Lucian et al.,"Waymo, LLC",17/655411,3/18/2022,Haskins; Twyler L,Bhuiyan; Fayez A,1-Jan,,Waymo LLC,,,6.32049,
checked,1,185,,,,,,,US 11960336 B2,4/16/2024,88648665,29,Method of temperature conditioning compute module for cold start,G06F1/3206;G06F1/3296;G06F1/20;G06F1/3215;G06F1/206;G06F1/08;G06F1/3243,Y02D10/00;G06F2200/201,Chen; Darren et al.,Waymo LLC,17/662334,5/6/2022,Suryawanshi; Suresh,,1-Jan,,Waymo LLC,,,6.2346582,
checked,,186,,,,,,,US 11959774 B1,4/16/2024,90628081,19,Extrinsic calibration of sensors mounted on a vehicle,G06T7/80;G01S17/89;G01C21/1656;G01C21/1652;G01S7/497;G01S7/4972;G01S17/86;G01S7/40;G01S17/42;G01C25/005,G01S17/931;G01S13/931,Zhao; Sheng et al.,Waymo LLC,16/950687,11/17/2020,Tissot; Adam D,,1-Jan,,Waymo LLC,,,6.0726986,
checked,,187,,,,,,,US D1022746 S,4/16/2024,,10,Sensor housing,,,Duff; David Gordon et al.,Waymo LLC,D/758420,11/16/2020,Kirschbaum; George D.,,D10/70,,Waymo LLC,,,6.286212,
checked,,188,,,,,,,US D1023055 S,4/16/2024,,4,Display screen or portion thereof with graphical user interface,,,Moon; Maria,Waymo LLC,D/823947,1/20/2022,Nguyen; Bao-Yen T,D'Alterio; Malvina Julia,D14/492,D14/495,Waymo LLC,,,6.173177,
checked,,189,,,,,,,US D1023033 S,4/16/2024,,3,Display screen or portion thereof with graphical user interface,,,Mariet; Robertus Christianus Elisabeth et al.,Waymo LLC,D/836869,4/29/2022,Reickel; Jack,,D14/485,,Waymo LLC,,,6.1409836,
checked,,190,,,,,,,US 20240126296 A1,4/18/2024,78483185,20,BEHAVIOR PREDICTION FOR RAILWAY AGENTS FOR AUTONOMOUS DRIVING SYSTEM,B60W60/00274;G05D1/228;G05D1/0088;G01C21/3415;G05D1/617;B60W30/18159;G05D1/0214;G08G7/02,B60W2554/402;G08G1/166,Goyal; Vishu et al.,,18/494997,10/26/2023,,,1-Jan,,Waymo LLC,,,6.5952444,
checked,1,191,,,,,,,US 20240124030 A1,4/18/2024,84542776,26,RESPONDING TO EMERGENCY VEHICLES FOR AUTONOMOUS VEHICLES,G05D1/0214;B60W60/00272;B60W60/0027,B60W2520/10;B60W2510/18;B60W2554/4042;B60W2554/20;B60W2554/4045;B60W2552/05;B60W2552/20;B60W2552/10;B60W2554/4041;B60W2552/50;B60W2554/402,Parasuram; Aishwarya et al.,,18/497277,10/30/2023,,,1-Jan,,Waymo LLC,,,6.502041,
checked,1,192,,,,,,,US 11965988 B2,4/23/2024,57589907,18,Multiplexed multichannel photodetector,H04N25/773;G01S7/497;G01S7/484;G01S7/4865;H04N25/77;G01S17/10;H04N25/40;H04N25/772;G01S17/42;G01S7/4861,,Droz; Pierre-Yves et al.,Waymo LLC,17/650342,2/8/2022,Pyo; Kevin K,,1-Jan,,Waymo LLC,,,6.0433435,
checked,,193,,,,,,,US 11965965 B2,4/23/2024,70850078,24,Localization initialization for autonomous vehicles,G01S7/4808;G05D1/0088;G01S17/931;G05D1/227;G01S17/89;G01C21/005,,Chen; Mingcheng et al.,Waymo LLC,17/388199,7/29/2021,Tissot; Adam D,,1-Jan,,Waymo LLC,,,6.2273,
checked,,194,,,,,,,US 11964676 B2,4/23/2024,78829588,19,Energy saving actions for autonomous driving systems,B60W10/24;B60W30/18136;B60W60/0023;B60W10/06;B60W10/11;B60W30/18127;B60W10/20;B60W50/0097;B60W10/184;B60W20/12;B60W30/18072;B60W10/04;B60W60/00186;B60W10/08,B60W2554/4041;B60W2720/103;B60W2552/20;B60W2554/00;B60W2556/50;B60W2030/1809;B60W2554/802;B60W2710/1005;Y02T10/40;B60W2556/45;B60W2710/0655;Y02T10/62,Smith; David et al.,Waymo LLC,17/120069,12/11/2020,Cass; Jean Paul,Matta; Alexander George,1-Jan,,Waymo LLC,,,6.287856,
checked,1,195,,,,,,,US 11967103 B2,4/23/2024,81586825,20,Multi-modal 3-D pose estimation,G06V10/7753;G06V10/803;G06F18/214;G06V20/58;G06V40/103;G06V10/806;G06V10/757;G06F18/251;G06T7/73;G06V10/82,G06T2207/10028;G06T2207/20084;G06T2207/30252;G06T2207/30261;G06T2207/20081;G06T2207/30196,Zheng; Jingxiao et al.,Waymo LLC,17/505900,10/20/2021,Wyche; Myron,,1-Jan,,Waymo LLC,,,6.0726986,
checked,,196,,,,,,,US 11964616 B2,4/23/2024,88095190,37,Autonomous vehicle roof pod,B60R11/04;B60R16/0222,B60R2011/004,Shane; Albert et al.,Waymo LLC,18/106217,2/6/2023,"Brown, Jr.; Howard D",Edwards; Tyler B,1-Jan,,WAYMO LLC,,,6.445203,
checked,,197,,,,,,,US 11965991 B1,4/23/2024,91227854,36,Surface fouling detection,G01S17/931;G01N21/94;B60S1/02;B60W60/0015;B60W50/02;G01S7/497,G01S2007/4975;B60W2555/00;G01N2201/06113;G01N2021/945,Stark; Ethan,Waymo LLC,17/029123,9/23/2020,Gort; Elaine,Gartrelle; Anthony M,1-Jan,,Waymo LLC,,,6.1053915,
checked,1,198,,,,,,,US 11967764 B1,4/23/2024,91227861,17,Single antenna with dual circular polarizations and quad feeds for millimeter wave applications,H01Q21/0006;H01Q1/50;H01Q21/24;H01P3/16;H01P5/107;H01P3/121;H01Q21/0075,,Lim; Edwin et al.,Waymo LLC,17/508757,10/22/2021,Willis; Tremesha S,,1-Jan,,Waymo LLC,,,6.0726986,
checked,,199,,,,,,,US D1024099 S,4/23/2024,,18,Display screen or portion thereof with animated graphical user interface,,,Villar; Guilherme et al.,Waymo LLC,D/828393,2/25/2022,Otte; John M,,D14/492,,Waymo LLC,,,6.0726986,
checked,1,200,,,,,,,US 20240134054 A1,4/25/2024,81379891,32,POINT CLOUD SEGMENTATION USING A COHERENT LIDAR FOR AUTONOMOUS VEHICLE APPLICATIONS,G01S17/58;B60W60/001;G01S17/06;G01S17/89;G01S17/50;B60W30/09;B60W30/0956;G01S17/931,B60W2554/4029;B60W2420/408;G01S17/04;B60W2554/20,Armstrong-Crews; Nicholas et al.,,18/535933,12/11/2023,,,1-Jan,,Waymo LLC,,,6.569335,
checked,1,201,,,,,,,US 20240135195 A1,4/25/2024,91281616,20,EFFICIENT SEARCH FOR DATA AUGMENTATION POLICIES,G06N3/0464;G06N3/0985;G06N3/084,G06N20/20;G06N5/01;G06N20/10,Leng; Zhaoqi et al.,,18/492646,10/22/2023,,,1-Jan,,Waymo LLC,,,6.4651403,
checked,1,202,,,,,,,US 11970160 B2,4/30/2024,55180607,23,Traffic signal response for autonomous vehicles,B60W30/18154;G08G1/09626;G08G1/09623;B60W30/09;G08G1/096725,G08G1/096783;G08G1/096791;B60W2555/60,Gutmann; Jens-Steffen Ralf et al.,Waymo LLC,17/670900,2/14/2022,Wang; Jack K,,1-Jan,,WAYMO LLC,,,6.1053915,
checked,,203,,,,,,,US 11971716 B2,4/30/2024,66815983,23,Suggesting alternative pickup and drop off locations for autonomous vehicles,G06Q10/02;G05D1/0274;G06Q10/047;G06Q50/40;G05D1/81;G06Q30/06;G05D1/246;G05D1/0088,,Herbach; Joshua Seth et al.,Waymo LLC,17/567219,1/3/2022,Ingram; Thomas,,1-Jan,,Waymo LLC,,,6.286212,
checked,1,204,,,,,,,US 11973154 B2,4/30/2024,67392918,39,Controlling detection time in photodetectors,H10F77/14;H10F71/00;G01S7/4876;H10F39/103;H10F77/147;G01S7/4816;H10F30/225;G01S17/89;G01S7/4815,G01S7/4863;G01S17/32;G01S7/4868;G01S17/26,Onal; Caner et al.,Waymo LLC,18/159508,1/25/2023,Tran; Thanh Y.,,1-Jan,,Waymo LLC,,,6.173177,
checked,,205,,,,,,,US 11972342 B2,4/30/2024,72662052,21,Image sensor architecture,H04N23/665;H10F39/803;H04N25/77;H04N25/78;H04N23/617;G06N3/063;H04N23/80;H04N25/00;H10F39/809;G06V10/764;G06N3/08;G06N3/02;G06N3/045;G06V10/25;G06N3/0675;G06N3/04;G06N3/067;H04N25/79;G06V10/82;H10F39/8023,G06N3/044;H01L2224/73261,Ion; Lucian et al.,Waymo LLC,17/346738,6/14/2021,Warren; Matthew E,,1-Jan,,Waymo LLC,,,6.2346582,
